Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Recetado;Total
Ambos sexos;Total;Murcia (Región de);Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Murcia (Región de);Antidepresivos, estimulantes;Recetado;100,00
Ambos sexos;Total;Murcia (Región de);Antidepresivos, estimulantes;No recetado;0,00
Ambos sexos;Total;Murcia (Región de);Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Murcia (Región de);Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;Murcia (Región de);Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;Murcia (Región de);Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Murcia (Región de);Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;Murcia (Región de);Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;Murcia (Región de);Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Murcia (Región de);Medicamentos para el colesterol;Recetado;100,00
Ambos sexos;Total;Murcia (Región de);Medicamentos para el colesterol;No recetado;0,00
Ambos sexos;Total;Murcia (Región de);Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Murcia (Región de);Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;Murcia (Región de);Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;Murcia (Región de);Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Murcia (Región de);Medicamentos para el tiroides;Recetado;100,00
Ambos sexos;Total;Murcia (Región de);Medicamentos para el tiroides;No recetado;0,00
Ambos sexos;Total;Murcia (Región de);Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Murcia (Región de);Otros medicamentos;Recetado;98,81
Ambos sexos;Total;Murcia (Región de);Otros medicamentos;No recetado;1,19
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;53,72
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;46,28
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;Recetado;52,47
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;No recetado;47,53
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;Recetado;75,90
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;No recetado;24,10
Ambos sexos;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;60,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;40,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Laxantes;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Laxantes;Recetado;57,30
Ambos sexos;Total;Navarra (Comunidad Foral de);Laxantes;No recetado;42,70
Ambos sexos;Total;Navarra (Comunidad Foral de);Antibióticos;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Antibióticos;Recetado;95,82
Ambos sexos;Total;Navarra (Comunidad Foral de);Antibióticos;No recetado;4,18
Ambos sexos;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;Recetado;97,20
Ambos sexos;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;No recetado;2,80
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;Recetado;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;No recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;Recetado;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;No recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;Recetado;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;No recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;Recetado;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;No recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;Recetado;95,80
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;No recetado;4,20
Ambos sexos;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;Recetado;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;No recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para el colesterol;Recetado;99,06
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para el colesterol;No recetado;0,94
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para el tiroides;Recetado;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Medicamentos para el tiroides;No recetado;0,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Navarra (Comunidad Foral de);Otros medicamentos;Recetado;94,73
Ambos sexos;Total;Navarra (Comunidad Foral de);Otros medicamentos;No recetado;5,27
Ambos sexos;Total;País Vasco;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;64,81
Ambos sexos;Total;País Vasco;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;35,19
Ambos sexos;Total;País Vasco;Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicinas para el dolor;Recetado;70,56
Ambos sexos;Total;País Vasco;Medicinas para el dolor;No recetado;29,44
Ambos sexos;Total;País Vasco;Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicinas para bajar la fiebre;Recetado;58,40
Ambos sexos;Total;País Vasco;Medicinas para bajar la fiebre;No recetado;41,60
Ambos sexos;Total;País Vasco;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;País Vasco;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;61,88
Ambos sexos;Total;País Vasco;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;38,12
Ambos sexos;Total;País Vasco;Laxantes;TOTAL;100,00
Ambos sexos;Total;País Vasco;Laxantes;Recetado;76,06
Ambos sexos;Total;País Vasco;Laxantes;No recetado;23,94
Ambos sexos;Total;País Vasco;Antibióticos;TOTAL;100,00
Ambos sexos;Total;País Vasco;Antibióticos;Recetado;92,51
Ambos sexos;Total;País Vasco;Antibióticos;No recetado;7,49
Ambos sexos;Total;País Vasco;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;País Vasco;Tranquilizantes, relajantes, pastillas para dormir;Recetado;94,18
Ambos sexos;Total;País Vasco;Tranquilizantes, relajantes, pastillas para dormir;No recetado;5,82
Ambos sexos;Total;País Vasco;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicamentos para la alergia;Recetado;100,00
Ambos sexos;Total;País Vasco;Medicamentos para la alergia;No recetado;0,00
Ambos sexos;Total;País Vasco;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicinas para el reuma;Recetado;100,00
Ambos sexos;Total;País Vasco;Medicinas para el reuma;No recetado;0,00
Ambos sexos;Total;País Vasco;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicinas para el corazón;Recetado;100,00
Ambos sexos;Total;País Vasco;Medicinas para el corazón;No recetado;0,00
Ambos sexos;Total;País Vasco;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicinas para la tensión arterial;Recetado;100,00
Ambos sexos;Total;País Vasco;Medicinas para la tensión arterial;No recetado;0,00
Ambos sexos;Total;País Vasco;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicinas para el estómago y/o alteraciones digestivas;Recetado;95,89
Ambos sexos;Total;País Vasco;Medicinas para el estómago y/o alteraciones digestivas;No recetado;4,11
Ambos sexos;Total;País Vasco;Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;País Vasco;Antidepresivos, estimulantes;Recetado;100,00
Ambos sexos;Total;País Vasco;Antidepresivos, estimulantes;No recetado;0,00
Ambos sexos;Total;País Vasco;Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;País Vasco;Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;País Vasco;Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;País Vasco;Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;País Vasco;Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;País Vasco;Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;País Vasco;Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicamentos para el colesterol;Recetado;98,88
Ambos sexos;Total;País Vasco;Medicamentos para el colesterol;No recetado;1,12
Ambos sexos;Total;País Vasco;Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;País Vasco;Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;País Vasco;Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;País Vasco;Medicamentos para el tiroides;Recetado;100,00
Ambos sexos;Total;País Vasco;Medicamentos para el tiroides;No recetado;0,00
Ambos sexos;Total;País Vasco;Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;País Vasco;Otros medicamentos;Recetado;93,86
Ambos sexos;Total;País Vasco;Otros medicamentos;No recetado;6,14
Ambos sexos;Total;Rioja (La);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;64,76
Ambos sexos;Total;Rioja (La);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;35,24
Ambos sexos;Total;Rioja (La);Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicinas para el dolor;Recetado;64,05
Ambos sexos;Total;Rioja (La);Medicinas para el dolor;No recetado;35,95
Ambos sexos;Total;Rioja (La);Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicinas para bajar la fiebre;Recetado;70,75
Ambos sexos;Total;Rioja (La);Medicinas para bajar la fiebre;No recetado;29,25
Ambos sexos;Total;Rioja (La);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Rioja (La);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;66,43
Ambos sexos;Total;Rioja (La);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;33,57
Ambos sexos;Total;Rioja (La);Laxantes;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Laxantes;Recetado;54,35
Ambos sexos;Total;Rioja (La);Laxantes;No recetado;45,65
Ambos sexos;Total;Rioja (La);Antibióticos;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Antibióticos;Recetado;100,00
Ambos sexos;Total;Rioja (La);Antibióticos;No recetado;0,00
Ambos sexos;Total;Rioja (La);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Tranquilizantes, relajantes, pastillas para dormir;Recetado;89,67
Ambos sexos;Total;Rioja (La);Tranquilizantes, relajantes, pastillas para dormir;No recetado;10,33
Ambos sexos;Total;Rioja (La);Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicamentos para la alergia;Recetado;100,00
Ambos sexos;Total;Rioja (La);Medicamentos para la alergia;No recetado;0,00
Ambos sexos;Total;Rioja (La);Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicinas para el reuma;Recetado;100,00
Ambos sexos;Total;Rioja (La);Medicinas para el reuma;No recetado;0,00
Ambos sexos;Total;Rioja (La);Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicinas para el corazón;Recetado;100,00
Ambos sexos;Total;Rioja (La);Medicinas para el corazón;No recetado;0,00
Ambos sexos;Total;Rioja (La);Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicinas para la tensión arterial;Recetado;100,00
Ambos sexos;Total;Rioja (La);Medicinas para la tensión arterial;No recetado;0,00
Ambos sexos;Total;Rioja (La);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicinas para el estómago y/o alteraciones digestivas;Recetado;98,06
Ambos sexos;Total;Rioja (La);Medicinas para el estómago y/o alteraciones digestivas;No recetado;1,94
Ambos sexos;Total;Rioja (La);Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Antidepresivos, estimulantes;Recetado;97,32
Ambos sexos;Total;Rioja (La);Antidepresivos, estimulantes;No recetado;2,68
Ambos sexos;Total;Rioja (La);Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Rioja (La);Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;Rioja (La);Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;Rioja (La);Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Rioja (La);Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;Rioja (La);Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;Rioja (La);Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicamentos para el colesterol;Recetado;100,00
Ambos sexos;Total;Rioja (La);Medicamentos para el colesterol;No recetado;0,00
Ambos sexos;Total;Rioja (La);Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;Rioja (La);Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;Rioja (La);Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Medicamentos para el tiroides;Recetado;100,00
Ambos sexos;Total;Rioja (La);Medicamentos para el tiroides;No recetado;0,00
Ambos sexos;Total;Rioja (La);Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Rioja (La);Otros medicamentos;Recetado;91,45
Ambos sexos;Total;Rioja (La);Otros medicamentos;No recetado;8,55
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;77,68
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;22,32
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el dolor;Recetado;67,89
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el dolor;No recetado;32,11
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para bajar la fiebre;TOTAL;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para bajar la fiebre;Recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para bajar la fiebre;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;59,95
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;40,05
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Laxantes;TOTAL;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Laxantes;Recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Laxantes;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Antibióticos;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Antibióticos;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Antibióticos;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la alergia;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la alergia;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el reuma;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el reuma;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el corazón;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el corazón;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para la tensión arterial;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para la tensión arterial;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Antidepresivos, estimulantes;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Antidepresivos, estimulantes;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para el colesterol;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para el colesterol;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para el tiroides;Recetado;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Medicamentos para el tiroides;No recetado;0,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Otros medicamentos;Recetado;84,98
Ambos sexos;Total;Ceuta (Ciudad Autónoma de);Otros medicamentos;No recetado;15,02
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;33,09
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;66,91
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el dolor;Recetado;53,50
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el dolor;No recetado;46,50
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para bajar la fiebre;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para bajar la fiebre;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Laxantes;TOTAL;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Laxantes;Recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Laxantes;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antibióticos;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antibióticos;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antibióticos;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;Recetado;95,92
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;No recetado;4,08
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la alergia;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la alergia;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el reuma;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el reuma;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el corazón;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el corazón;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para la tensión arterial;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para la tensión arterial;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antidepresivos, estimulantes;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Antidepresivos, estimulantes;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el colesterol;Recetado;100,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para el colesterol;No recetado;0,00
Ambos sexos;Total;Melilla (Ciudad Autónoma de);Medicamentos para la diabetes;TOTAL;100,00
